"Fx"	"z"	"Lx"
1.10959925086836e-13	0.095	2.52513900629618e+42
1.06673173994065e-13	0.095	2.42758448482216e+42
1.08833100420524e-13	0.095	2.47673839751552e+42
1.24624844959365e-13	0.095	2.83611454238301e+42
7.19498020285569e-14	0.095	1.63737720132213e+42
8.94805081574365e-14	0.095	2.03632727108205e+42
6.86717925389675e-14	0.095	1.56277883061582e+42
1.0333259845505e-13	0.095	2.35156228500143e+42
1.00127021914962e-13	0.095	2.27861228658794e+42
1.19008658492813e-13	0.095	2.70830577266524e+42
6.89195794487594e-14	0.095	1.56841777089697e+42
1.18305777590853e-13	0.095	2.69231016000661e+42
1.23379091187766e-13	0.095	2.80776465445326e+42
9.58588305182821e-14	0.095	2.18148013213074e+42
7.67255163396641e-14	0.095	1.74605916447654e+42
1.06117840680788e-13	0.095	2.41494664454104e+42
1.01191657196334e-13	0.095	2.30284042187523e+42
9.04539801014554e-14	0.095	2.0584807825904e+42
7.24301995164822e-14	0.095	1.64830971082353e+42
7.6632084445627e-14	0.095	1.74393291466265e+42
1.3066932199546e-13	0.095	2.9736700131943e+42
1.36113256147973e-13	0.095	3.0975587997581e+42
9.59838201695705e-14	0.095	2.18432454864963e+42
8.00119784535737e-14	0.095	1.82084989338207e+42
1.54953677741352e-13	0.095	3.52631434752252e+42
9.57383054676382e-14	0.095	2.17873731749403e+42
9.36655930945055e-14	0.095	2.1315681538691e+42
1.15979107509826e-13	0.095	2.63936162591393e+42
1.43942087897569e-13	0.095	3.27572121658709e+42
1.32769179754793e-13	0.095	3.0214569302422e+42
1.0489842425382e-13	0.095	2.38719612125756e+42
1.23341299798877e-13	0.095	2.80690462764528e+42
1.55397866296344e-13	0.095	3.5364228425083e+42
1.05797424829166e-13	0.095	2.40765487172728e+42
8.79557914940478e-14	0.095	2.00162896430815e+42
1.75163263447315e-13	0.095	3.98622825902954e+42
1.05514191523784e-13	0.095	2.40120927015768e+42
1.65759302451115e-13	0.095	3.77222028537051e+42
1.28679410992807e-13	0.095	2.9283851782602e+42
1.9190738140686e-13	0.095	4.3672777717485e+42
1.34089093158724e-13	0.095	3.05149448495928e+42
1.49939092291039e-13	0.095	3.41219634220591e+42
9.8072502954567e-14	0.095	2.23185715439036e+42
1.89363464301123e-13	0.095	4.30938530014263e+42
1.38615291184568e-13	0.095	3.15449815206102e+42
1.87622950540767e-13	0.095	4.26977605217467e+42
2.24909684442064e-13	0.095	5.11831831748232e+42
1.16588606975064e-13	0.095	2.65323213702669e+42
1.6112163231553e-13	0.095	3.66667982336556e+42
1.76752100097688e-13	0.095	4.02238575821089e+42
1.57272041194829e-13	0.095	3.57907384589605e+42
1.40723880408252e-13	0.095	3.20248377293103e+42
1.34725682414547e-13	0.095	3.06598148429358e+42
1.81995049052845e-13	0.095	4.14170068118264e+42
2.12682813397819e-13	0.095	4.84006876950711e+42
1.60461057344203e-13	0.095	3.65164697591747e+42
1.49120808900413e-13	0.095	3.39357449016107e+42
2.20786288439727e-13	0.095	5.02448130312098e+42
1.79716921277262e-13	0.095	4.08985683483045e+42
2.27968409836885e-13	0.095	5.18792639263168e+42
2.09828944091599e-13	0.095	4.7751226486588e+42
2.33420502947776e-13	0.095	5.31200085437536e+42
1.66839121585073e-13	0.095	3.79679396287405e+42
2.31253770060666e-13	0.095	5.26269204558531e+42
1.82265760810387e-13	0.095	4.14786132718071e+42
1.76280153359549e-13	0.095	4.01164556424955e+42
2.04136270085583e-13	0.095	4.64557323546777e+42
1.85194921466953e-13	0.095	4.21452086956788e+42
2.01695324175539e-13	0.095	4.59002410162611e+42
1.59529563281996e-13	0.095	3.63044876414172e+42
2.11198930235963e-13	0.095	4.80629971955636e+42
2.15958661505416e-13	0.095	4.91461795317608e+42
2.74208335881097e-13	0.095	6.24021838734158e+42
2.49973245567657e-13	0.095	5.68869519711154e+42
2.71928658293996e-13	0.095	6.18833927159361e+42
3.40163587613456e-13	0.095	7.74117631146714e+42
2.75474802688354e-13	0.095	6.26903964630225e+42
2.47577990136173e-13	0.095	5.63418585136939e+42
2.35634111304623e-13	0.095	5.36237641836537e+42
2.44096556452771e-13	0.095	5.55495811230133e+42
3.26204381987347e-13	0.095	7.42350365085736e+42
2.53526100934727e-13	0.095	5.76954829487723e+42
2.52824115731238e-13	0.095	5.75357306582237e+42
3.02787467574518e-13	0.095	6.89059986649866e+42
3.46801014328627e-13	0.095	7.8922256663292e+42
3.07358138401888e-13	0.095	6.99461561076036e+42
3.09325705572692e-13	0.095	7.03939196228202e+42
2.65081965714651e-13	0.095	6.03252760821431e+42
4.16403100139425e-13	0.095	9.47617538207456e+42
3.14085850946367e-13	0.095	7.14771961976108e+42
3.25376541936928e-13	0.095	7.40466431583931e+42
3.06802010059188e-13	0.095	6.98195967782279e+42
3.62789986723257e-13	0.095	8.25609016815431e+42
3.6161413404948e-13	0.095	8.22933103462129e+42
4.1591900680948e-13	0.095	9.46515876549721e+42
4.14757695268266e-13	0.095	9.43873054766193e+42
3.48736420794557e-13	0.095	7.93627012973644e+42
4.25655412024658e-13	0.095	9.68673224412664e+42
5.29712806033773e-13	0.095	1.20547888582629e+43
4.77840175853342e-13	0.095	1.08743121976553e+43
5.37962008764808e-13	0.095	1.22425177484066e+43
5.08614480277509e-13	0.095	1.15746496972731e+43
4.54531380274731e-13	0.095	1.03438688969837e+43
4.84948510397229e-13	0.095	1.10360781037923e+43
5.8287774268903e-13	0.095	1.3264674816733e+43
4.84862947470445e-13	0.095	1.10341309297676e+43
5.52681599601963e-13	0.095	1.25774946596701e+43
5.3340266404058e-13	0.095	1.2138759754723e+43
4.38718557000212e-13	0.095	9.98401305877083e+42
4.22828848032555e-13	0.095	9.62240751621551e+42
6.26232970216643e-13	0.095	1.42513191035883e+43
5.79275664776704e-13	0.095	1.31827015508623e+43
6.55150228514523e-13	0.095	1.49093954029908e+43
6.17845934558173e-13	0.095	1.40604535197135e+43
6.84373391852527e-13	0.095	1.55744332495323e+43
7.31512632204289e-13	0.095	1.66471911343835e+43
6.9530928791231e-13	0.095	1.58233038006591e+43
6.5953703317807e-13	0.095	1.50092268652079e+43
8.12611175025991e-13	0.095	1.84927682080215e+43
7.94121705188317e-13	0.095	1.80719993452424e+43
9.18227866451893e-13	0.095	2.08963100906136e+43
7.9475744206492e-13	0.095	1.80864669467985e+43
8.80823002720683e-13	0.095	2.00450795192253e+43
9.38263578565985e-13	0.095	2.13522671231965e+43
9.24844646126198e-13	0.095	2.10468895763025e+43
9.96816489135701e-13	0.095	2.26847683689936e+43
1.01891120751191e-12	0.095	2.31875826522695e+43
1.23043160717373e-12	0.095	2.80011981210565e+43
1.3151177698978e-12	0.095	2.99284194365064e+43
2.3879060626824e-12	0.095	5.43420945673095e+43
2.55012053570184e-12	0.095	5.80336444028615e+43
3.29097104205839e-12	0.095	7.48933395583076e+43
3.15277513445684e-12	0.095	7.17483854091219e+43
3.36661831267037e-12	0.095	7.66148608516275e+43
3.95200212887503e-12	0.095	8.99365669252038e+43
4.45265428056874e-12	0.095	1.01330016189328e+44
4.89115505520873e-12	0.095	1.1130907312784e+44
1.17819436594762e-11	0.095	2.68124239280482e+44
6.83443253704674e-14	0.105	1.92565144624869e+42
6.65072115216245e-14	0.105	1.87388941742228e+42
7.35589090257625e-14	0.105	2.07257616169468e+42
6.5533678634106e-14	0.105	1.84645941496547e+42
7.36461242396347e-14	0.105	2.075033514252e+42
7.01129205380851e-14	0.105	1.97548291102489e+42
7.30842699079147e-14	0.105	2.05920285676006e+42
7.31949425259315e-14	0.105	2.06232113886745e+42
7.11490926998662e-14	0.105	2.00467782093263e+42
7.82110262282475e-14	0.105	2.20365297268848e+42
7.80986316599244e-14	0.105	2.20048617336946e+42
6.65986284577619e-14	0.105	1.87646515658322e+42
7.33417540667241e-14	0.105	2.06645766160465e+42
9.19915588395099e-14	0.105	2.59192957662174e+42
8.84158282944382e-14	0.105	2.49118074841707e+42
7.71033673974813e-14	0.105	2.17244387350061e+42
9.12749442658541e-14	0.105	2.57173843591352e+42
9.90167994780859e-14	0.105	2.7898708793208e+42
7.25341505514583e-14	0.105	2.04370284079491e+42
8.51575113712776e-14	0.105	2.39937528159287e+42
9.12031411983554e-14	0.105	2.56971533187344e+42
6.91380002229447e-14	0.105	1.94801381677821e+42
6.53995434499862e-14	0.105	1.84268005786607e+42
9.44588315986612e-14	0.105	2.66144679449163e+42
6.74552869222301e-14	0.105	1.90060213653148e+42
6.81448784466766e-14	0.105	1.92003188302723e+42
9.72132212481394e-14	0.105	2.73905374112984e+42
9.4886568569728e-14	0.105	2.6734985970734e+42
1.02555206927448e-13	0.105	2.88956810195554e+42
7.19647033553422e-14	0.105	2.02765824878498e+42
9.25908642158378e-14	0.105	2.60881544473756e+42
7.3543397991481e-14	0.105	2.07213912693817e+42
7.52087066258394e-14	0.105	2.11906041795714e+42
9.79428697475699e-14	0.105	2.7596121222473e+42
1.16253099690247e-13	0.105	3.27551626760446e+42
1.02074312636768e-13	0.105	2.87601855294295e+42
1.34650788016417e-13	0.105	3.79388461700119e+42
1.05429420749319e-13	0.105	2.97055118245145e+42
8.29132229089374e-14	0.105	2.33614080967617e+42
1.00377957773395e-13	0.105	2.82822251167253e+42
9.19690615818399e-14	0.105	2.59129569990214e+42
1.21024150997981e-13	0.105	3.40994413416198e+42
1.10576410567737e-13	0.105	3.1155713920144e+42
7.83957099100133e-14	0.105	2.2088565707482e+42
1.00550336924091e-13	0.105	2.83307942055328e+42
8.00008308707909e-14	0.105	2.25408202996184e+42
9.84434750503995e-14	0.105	2.77371704347036e+42
1.01700441662416e-13	0.105	2.86548446428864e+42
1.13730384199531e-13	0.105	3.20443691014737e+42
9.2609137747718e-14	0.105	2.60933031488811e+42
8.0725768465654e-14	0.105	2.27450767789122e+42
7.4339985843243e-14	0.105	2.09458357335702e+42
1.13246606072883e-13	0.105	3.19080610694324e+42
8.36419727475726e-14	0.105	2.35667387036723e+42
9.62381915196572e-14	0.105	2.71158156408208e+42
1.21269234613754e-13	0.105	3.41684954462008e+42
1.01193937483929e-13	0.105	2.85121333792155e+42
1.3122385804902e-13	0.105	3.69732835410531e+42
1.25960298914983e-13	0.105	3.54902371865927e+42
1.0371258468358e-13	0.105	2.92217806829687e+42
9.80026200291287e-14	0.105	2.76129563021191e+42
1.09220525316122e-13	0.105	3.07736833153253e+42
1.23116992897207e-13	0.105	3.46891148819126e+42
8.99000346947096e-14	0.105	2.53299935128895e+42
1.27419510062672e-13	0.105	3.5901380619745e+42
9.67758276681442e-14	0.105	2.72672985651569e+42
1.1233490808057e-13	0.105	3.16511834796804e+42
1.25788758091082e-13	0.105	3.54419043025024e+42
1.09423996892386e-13	0.105	3.08310129228648e+42
1.02256812375594e-13	0.105	2.88116061681006e+42
1.21542810919694e-13	0.105	3.42455775750148e+42
9.88106294311811e-14	0.105	2.78406188717927e+42
1.44533191985942e-13	0.105	4.07232859012076e+42
1.38073183626486e-13	0.105	3.8903131210568e+42
1.27150318345095e-13	0.105	3.58255338808299e+42
2.2210365116724e-13	0.105	6.25793311688938e+42
1.14745343465468e-13	0.105	3.23303413117105e+42
1.76560734273309e-13	0.105	4.97472806207616e+42
1.04020743522371e-13	0.105	2.93086066938155e+42
9.87580999883937e-14	0.105	2.78258183163807e+42
1.33100653587513e-13	0.105	3.75020844361417e+42
8.43304288349992e-14	0.105	2.37607162509296e+42
1.62699916671024e-13	0.105	4.58418936969247e+42
1.46904335596986e-13	0.105	4.1391372988046e+42
7.61469832952704e-14	0.105	2.14549705063552e+42
1.06543025165049e-13	0.105	3.00192780285225e+42
1.75499844981781e-13	0.105	4.94483672892646e+42
1.55042800539322e-13	0.105	4.36844451197121e+42
1.21676870039888e-13	0.105	3.42833497144404e+42
1.29246158909266e-13	0.105	3.64160523169438e+42
1.73360288830635e-13	0.105	4.8845531666197e+42
1.50013297641809e-13	0.105	4.22673458249267e+42
1.95798386198274e-13	0.105	5.51676300134773e+42
1.37327250134054e-13	0.105	3.86929589832878e+42
1.84108362645444e-13	0.105	5.18738802194505e+42
1.9089949680654e-13	0.105	5.37873320310086e+42
1.73980496339945e-13	0.105	4.90202796764822e+42
1.75372962547934e-13	0.105	4.9412617233804e+42
1.45030209708501e-13	0.105	4.0863324286409e+42
1.46855360456768e-13	0.105	4.13775738834269e+42
1.03772300963914e-13	0.105	2.92386061825206e+42
2.43498888982848e-13	0.105	6.86075961958922e+42
2.1899233599007e-13	0.105	6.17026953197318e+42
1.85052351866069e-13	0.105	5.21398560993918e+42
2.09950375168146e-13	0.105	5.91550566036748e+42
1.79586848044557e-13	0.105	5.05999103494962e+42
1.32539661385041e-13	0.105	3.73440207724551e+42
1.57010571638633e-13	0.105	4.42388790456796e+42
2.01996083067792e-13	0.105	5.69138765197536e+42
1.91929232946635e-13	0.105	5.40774677338165e+42
1.80822706132055e-13	0.105	5.09481224213323e+42
2.25966571164269e-13	0.105	6.36677371833945e+42
2.18087490954504e-13	0.105	6.1447748600758e+42
2.43660750023852e-13	0.105	6.86532017302233e+42
1.52789488094763e-13	0.105	4.30495578274321e+42
1.56744046143355e-13	0.105	4.41637835344337e+42
1.98033336978648e-13	0.105	5.5797343772329e+42
1.93412265902783e-13	0.105	5.44953231360551e+42
1.68164117674802e-13	0.105	4.7381472368377e+42
2.39687154650753e-13	0.105	6.75336121175468e+42
2.10386593170959e-13	0.105	5.92779642223311e+42
1.48833212449716e-13	0.105	4.19348481750438e+42
1.37135497936162e-13	0.105	3.86389313964778e+42
1.6173943943483e-13	0.105	4.55712721977818e+42
1.92417387005185e-13	0.105	5.42150087167353e+42
2.33658603948049e-13	0.105	6.583502378318e+42
2.55454077693144e-13	0.105	7.19760582160186e+42
2.37277947870134e-13	0.105	6.68548004537747e+42
2.81686442490658e-13	0.105	7.93672192139563e+42
2.06060418784587e-13	0.105	5.80590328891614e+42
1.54814704192332e-13	0.105	4.36201773025839e+42
2.35751857228931e-13	0.105	6.6424813233269e+42
2.17532651935989e-13	0.105	6.12914186417386e+42
1.72010283000706e-13	0.105	4.84651576315196e+42
2.65114806278593e-13	0.105	7.46980392834367e+42
1.83556977238173e-13	0.105	5.1718523340705e+42
2.76955500477851e-13	0.105	7.80342416361255e+42
3.24577871363268e-13	0.105	9.14521935834457e+42
2.80989555520523e-13	0.105	7.91708662037193e+42
2.05555756559516e-13	0.105	5.79168406093624e+42
2.1595509521129e-13	0.105	6.08469304750927e+42
1.25595145866617e-13	0.105	3.53873526395762e+42
2.38351585022385e-13	0.105	6.71573055884397e+42
2.53473886634374e-13	0.105	7.14181248754672e+42
2.90351033318031e-13	0.105	8.18085311688905e+42
2.65566146730752e-13	0.105	7.48252077630053e+42
3.45431423182538e-13	0.105	9.73278346118013e+42
3.14095586025383e-13	0.105	8.84987328811162e+42
2.89053470645073e-13	0.105	8.14429333779641e+42
2.54287373281945e-13	0.105	7.16473306991996e+42
3.14689127030262e-13	0.105	8.86659674083807e+42
2.53375465042917e-13	0.105	7.1390393870895e+42
3.45780733108639e-13	0.105	9.742625524303e+42
4.24755519132395e-13	0.105	1.19677979888708e+43
4.50304351017021e-13	0.105	1.26876550479889e+43
3.5136048772846e-13	0.105	9.89983919925154e+42
3.50109420180182e-13	0.105	9.86458945436581e+42
4.10125452431899e-13	0.105	1.15555851394819e+43
4.01440306264496e-13	0.105	1.13108747822213e+43
3.9520743596625e-13	0.105	1.11352590944661e+43
4.52838686199684e-13	0.105	1.27590617987808e+43
4.76309083966539e-13	0.105	1.34203574536694e+43
4.62868181855221e-13	0.105	1.30416501879344e+43
3.92419693186731e-13	0.105	1.10567123989496e+43
5.45443751754381e-13	0.105	1.53682773766467e+43
4.90514684155758e-13	0.105	1.38206106480775e+43
5.0764426039009e-13	0.105	1.43032490100844e+43
5.50222875458925e-13	0.105	1.55029326888994e+43
4.33679425557708e-13	0.105	1.22192355913483e+43
5.74173139272339e-13	0.105	1.61777489212689e+43
4.27595228929552e-13	0.105	1.20478088931877e+43
5.57604585909669e-13	0.105	1.57109177897576e+43
5.77755246146748e-13	0.105	1.62786774072249e+43
6.20092491695468e-13	0.105	1.74715603229484e+43
5.68282038943662e-13	0.105	1.60117628528365e+43
6.87404075393628e-13	0.105	1.93681135158439e+43
6.51561107627386e-13	0.105	1.83582116352888e+43
6.70102384093293e-13	0.105	1.8880625685736e+43
5.99347050352924e-13	0.105	1.6887042312012e+43
8.05715125349851e-13	0.105	2.27016140401442e+43
6.89170336402879e-13	0.105	1.94178792139978e+43
7.87924448447538e-13	0.105	2.2200348682399e+43
7.87057904402494e-13	0.105	2.21759331689744e+43
7.65778395416731e-13	0.105	2.15763674108551e+43
8.92319353161505e-13	0.105	2.51417516175183e+43
9.40980808797698e-13	0.105	2.65128237864872e+43
9.60036758306326e-13	0.105	2.70497391270371e+43
1.16981564339884e-12	0.105	3.2960412928865e+43
9.4077638919283e-13	0.105	2.65070641143327e+43
1.12753398204051e-12	0.105	3.17690961384349e+43
1.04968917743382e-12	0.105	2.95757617282808e+43
1.19401509780796e-12	0.105	3.36422502888618e+43
1.10816779276444e-12	0.105	3.1223439565111e+43
1.24908540093715e-12	0.105	3.51938964319944e+43
1.343640721902e-12	0.105	3.78580618850804e+43
2.08398768299217e-12	0.105	5.87178799990383e+43
1.98474118054454e-12	0.105	5.5921537070237e+43
2.2248210890588e-12	0.105	6.26859644098842e+43
2.42299929830993e-12	0.105	6.82697806695487e+43
3.66069322867771e-12	0.105	1.03142714071212e+44
3.5781201093193e-12	0.105	1.00816155928281e+44
4.06266208718478e-12	0.105	1.14468481200162e+44
7.03347103386385e-12	0.105	1.98173200117076e+44
6.88175396565493e-12	0.105	1.93898460550426e+44
8.11177322281188e-12	0.105	2.285551544108e+44
9.29115220851858e-12	0.105	2.61785021516676e+44
1.95452007377693e-11	0.105	5.50700352427067e+44
2.57145980491762e-11	0.105	7.24527642268558e+44
6.77020866023052e-14	0.115	2.31866202930801e+42
6.69815704996812e-14	0.115	2.29398578353034e+42
7.7305669523878e-14	0.115	2.64756567442555e+42
7.7537453196185e-14	0.115	2.65550380494653e+42
6.67763901935575e-14	0.115	2.28695876547453e+42
6.74030230225636e-14	0.115	2.30841969555589e+42
8.03151384306227e-14	0.115	2.75063400854414e+42
7.07470558410716e-14	0.115	2.42294617930492e+42
7.29780311220568e-14	0.115	2.49935265260509e+42
8.58701705489617e-14	0.115	2.94088282790535e+42
7.0585193819716e-14	0.115	2.41740272648479e+42
7.98703705336368e-14	0.115	2.73540159125316e+42
7.7633437327501e-14	0.115	2.6587910708473e+42
8.3268936956623e-14	0.115	2.85179574266756e+42
1.11647845080944e-13	0.115	3.82371699359754e+42
1.01447431327123e-13	0.115	3.47437307760943e+42
9.80769871363772e-14	0.115	3.35894205680663e+42
8.6482919833383e-14	0.115	2.9618682741534e+42
7.78745231488883e-14	0.115	2.66704778150289e+42
8.38579070612281e-14	0.115	2.87196679922549e+42
9.69513921497548e-14	0.115	3.32039266362187e+42
9.01693773835218e-14	0.115	3.08812212500401e+42
6.75730583528849e-14	0.115	2.31424306797826e+42
9.84175266157384e-14	0.115	3.37060485776155e+42
7.16618178296816e-14	0.115	2.45427496096129e+42
6.59734276017342e-14	0.115	2.25945889115674e+42
8.19415780144715e-14	0.115	2.80633633465096e+42
1.06738293167845e-13	0.115	3.65557458952827e+42
7.31078869209476e-14	0.115	2.50379995586093e+42
8.945390043359e-14	0.115	3.06361846019975e+42
7.96208338037007e-14	0.115	2.72685545376083e+42
7.92010113607521e-14	0.115	2.71247736873616e+42
1.09930700495777e-13	0.115	3.76490820130958e+42
6.80301066028681e-14	0.115	2.32989606297416e+42
6.93314752637356e-14	0.115	2.37446535546598e+42
9.58435751892632e-14	0.115	3.28245213253006e+42
7.11629479062503e-14	0.115	2.43718965669557e+42
1.01517943618141e-13	0.115	3.47678798355972e+42
8.54741857284812e-14	0.115	2.92732113411556e+42
8.32053918489754e-14	0.115	2.84961944891288e+42
6.98195788794247e-14	0.115	2.3911819350703e+42
6.552419496309e-14	0.115	2.24407356532965e+42
1.00910498924702e-13	0.115	3.45598420901944e+42
1.39277738680168e-13	0.115	4.76998598436985e+42
1.25270995577964e-13	0.115	4.29028284647208e+42
8.04851687859136e-14	0.115	2.7564572105816e+42
1.47705615686516e-13	0.115	5.05862403650383e+42
1.44271567980029e-13	0.115	4.94101472158515e+42
1.09060159932753e-13	0.115	3.73509391566852e+42
1.28757668872439e-13	0.115	4.40969448328013e+42
1.27589603903636e-13	0.115	4.3696905775388e+42
1.13933237050827e-13	0.115	3.90198713043662e+42
1.39775863077937e-13	0.115	4.787045755862e+42
1.59064136081643e-13	0.115	5.44763080529086e+42
1.14564343007041e-13	0.115	3.92360125624253e+42
1.38291925504781e-13	0.115	4.73622384065352e+42
1.19473035113344e-13	0.115	4.09171421363639e+42
8.91316200480683e-14	0.115	3.05258099695154e+42
1.16196363909418e-13	0.115	3.97949473142603e+42
7.71254535813187e-14	0.115	2.64139363624979e+42
8.20636804713325e-14	0.115	2.81051810133818e+42
1.29380501550281e-13	0.115	4.43102526573013e+42
1.20291398001864e-13	0.115	4.11974151753547e+42
9.90954522205511e-14	0.115	3.39382246356162e+42
1.35412299380814e-13	0.115	4.63760236401475e+42
1.65743049535445e-13	0.115	5.67637032868744e+42
9.52872254696702e-14	0.115	3.26339825938411e+42
1.02387637481479e-13	0.115	3.50657327141782e+42
6.89839079949529e-14	0.115	2.36256186667854e+42
9.26438728371878e-14	0.115	3.17286868065766e+42
1.20740643470579e-13	0.115	4.13512728276701e+42
1.32691330112808e-13	0.115	4.54441456964585e+42
1.37175822673872e-13	0.115	4.69799953495327e+42
1.29155078399495e-13	0.115	4.42330497044106e+42
1.1767019641413e-13	0.115	4.02997056810606e+42
1.31477002459568e-13	0.115	4.50282625882695e+42
1.115416684559e-13	0.115	3.82008065502596e+42
8.11540759476108e-14	0.115	2.779365952613e+42
8.07727587911414e-14	0.115	2.76630659718983e+42
8.27072631248674e-14	0.115	2.83255952925219e+42
1.05825233022889e-13	0.115	3.62430409263766e+42
1.14690841961014e-13	0.115	3.92793359422565e+42
1.284600667004e-13	0.115	4.39950219983988e+42
1.29553723827939e-13	0.115	4.43695778477042e+42
1.46072933330178e-13	0.115	5.0027079078356e+42
9.01061118896506e-14	0.115	3.08595540746595e+42
9.33838647053036e-14	0.115	3.19821193273017e+42
1.50518322737834e-13	0.115	5.15495366778638e+42
1.08037956825644e-13	0.115	3.70008548905062e+42
1.0024730478992e-13	0.115	3.43327112681547e+42
1.90874625308509e-13	0.115	6.5370768948525e+42
9.41097571318169e-14	0.115	3.22307230692521e+42
7.98825661503367e-14	0.115	2.73581926690815e+42
1.43173610582338e-13	0.115	4.903411860941e+42
1.26406905001217e-13	0.115	4.32918548862993e+42
1.46099084423078e-13	0.115	5.00360353083891e+42
9.59593659388366e-14	0.115	3.28641773577591e+42
1.07226824268692e-13	0.115	3.67230580965039e+42
2.08055089972803e-13	0.115	7.12547369415604e+42
1.69543740762708e-13	0.115	5.8065364561444e+42
1.56769355624764e-13	0.115	5.36903913141499e+42
1.35915585338655e-13	0.115	4.65483890869002e+42
1.72631851859847e-13	0.115	5.9122981291233e+42
1.81818163973374e-13	0.115	6.22691107764477e+42
2.33180101850872e-13	0.115	7.98595545995154e+42
1.79729646169792e-13	0.115	6.15538349006617e+42
1.29246932598911e-13	0.115	4.42645079437512e+42
1.01716125288974e-13	0.115	3.4835753122541e+42
1.5380134066433e-13	0.115	5.26739051264198e+42
1.48360849730172e-13	0.115	5.08106450139319e+42
1.70704482867485e-13	0.115	5.84628956833391e+42
1.46058842577778e-13	0.115	5.00222532754607e+42
1.40280907700021e-13	0.115	4.80434253129543e+42
1.59267641880186e-13	0.115	5.45460047478711e+42
1.78070407207659e-13	0.115	6.09855785038323e+42
2.2651311623352e-13	0.115	7.75762444126811e+42
1.72384808935339e-13	0.115	5.90383739951489e+42
2.07482961946985e-13	0.115	7.10587944535305e+42
1.4860764148706e-13	0.115	5.08951662900934e+42
1.93683668478822e-13	0.115	6.63328104548604e+42
1.9001280506243e-13	0.115	6.50756126275078e+42
1.88383363960369e-13	0.115	6.45175614060535e+42
2.06883822478295e-13	0.115	7.08536010826863e+42
2.35419382862451e-13	0.115	8.06264638803176e+42
2.34797269549405e-13	0.115	8.0413402423976e+42
1.85026844617051e-13	0.115	6.33680201817622e+42
2.51949557414242e-13	0.115	8.62877204227069e+42
2.61133282618734e-13	0.115	8.94329639429458e+42
2.26235501695876e-13	0.115	7.74811669461623e+42
2.21885016283865e-13	0.115	7.59912120806436e+42
2.11770984402798e-13	0.115	7.25273569968858e+42
2.20731538381666e-13	0.115	7.55961688038853e+42
1.86538091693979e-13	0.115	6.3885592296601e+42
2.62979230301599e-13	0.115	9.00651643691293e+42
1.79613690466158e-13	0.115	6.15141223747132e+42
2.75542247608154e-13	0.115	9.43677483313281e+42
3.08202820252632e-13	0.115	1.05553345917271e+43
2.78210191583749e-13	0.115	9.52814661652956e+42
2.5826959700078e-13	0.115	8.84522084833349e+42
2.70297862723903e-13	0.115	9.25716506468331e+42
2.59503505935393e-13	0.115	8.88747977915667e+42
3.19985622588242e-13	0.115	1.09588721744741e+43
2.92203206374681e-13	0.115	1.00073795870267e+43
2.65171894142396e-13	0.115	9.08161081946212e+42
3.66513622011994e-13	0.115	1.25523637635479e+43
3.4146241726661e-13	0.115	1.16944097454872e+43
2.80765283223771e-13	0.115	9.6156534315251e+42
2.78612857174896e-13	0.115	9.54193711344861e+42
2.59094315357706e-13	0.115	8.87346581440538e+42
2.9882751338544e-13	0.115	1.02342489481817e+43
2.90380289058193e-13	0.115	9.94494828872515e+42
3.68762242940804e-13	0.115	1.26293745652469e+43
3.57672949886611e-13	0.115	1.2249588298279e+43
4.40527159841252e-13	0.115	1.50871804646569e+43
4.05323391888793e-13	0.115	1.38815213168168e+43
3.58420952499122e-13	0.115	1.22752059024401e+43
2.99080743916050e-13	0.115	1.02429215910123e+43
4.25683304887474e-13	0.115	1.45788079081055e+43
3.07234886736473e-13	0.115	1.05221847908355e+43
5.15246487996781e-13	0.115	1.76461690829447e+43
3.87982510888305e-13	0.115	1.32876305765392e+43
3.74624217326668e-13	0.115	1.2830135547772e+43
4.90432173334151e-13	0.115	1.67963280798229e+43
3.66077498878831e-13	0.115	1.25374274122519e+43
4.78308061413839e-13	0.115	1.63811013215423e+43
4.6866807544741e-13	0.115	1.60509509444244e+43
3.78389426383224e-13	0.115	1.29590864813397e+43
4.09352584720123e-13	0.115	1.40195131704747e+43
5.55103187841058e-13	0.115	1.90111819086986e+43
5.28760480174647e-13	0.115	1.81089964801451e+43
5.08420908112965e-13	0.115	1.74124065255573e+43
4.66809540668325e-13	0.115	1.59872998187548e+43
4.3993344631846e-13	0.115	1.50668469554451e+43
4.3676351879131e-13	0.115	1.49582832322022e+43
4.9627754727684e-13	0.115	1.6996520530133e+43
4.41338809453593e-13	0.115	1.51149778521775e+43
4.91362133661859e-13	0.115	1.68281773744138e+43
4.44957661766761e-13	0.115	1.52389163579064e+43
5.50092938074837e-13	0.115	1.88395908031168e+43
6.21106225399116e-13	0.115	2.12716548820626e+43
5.89565384128789e-13	0.115	2.01914436995693e+43
7.13487650105175e-13	0.115	2.44355352353754e+43
6.42542871968188e-13	0.115	2.20058174600549e+43
7.29213285535457e-13	0.115	2.49741070222854e+43
6.70723590286721e-13	0.115	2.29709511036844e+43
5.36178319831368e-13	0.115	1.83630427586973e+43
7.37010988629086e-13	0.115	2.52411628692524e+43
6.8992016002131e-13	0.115	2.36283954982423e+43
8.10372008295854e-13	0.115	2.77536321190091e+43
8.83699476845784e-13	0.115	3.02649523096369e+43
7.68197034646231e-13	0.115	2.63092230188453e+43
1.039190637112e-12	0.115	3.55902157881488e+43
