log10_Lx_erg_s^-1,p_I_given_Lx
40.8,0.006993006993006978
40.8,0.0
40.8,0.0034965034965035446
40.817187499999996,0.0
40.817187499999996,0.0034965034965035446
40.817187499999996,0.006993006993006978
40.834374999999994,0.006993006993006978
40.834374999999994,0.0
40.834374999999994,0.0034965034965035446
40.8515625,0.006993006993006978
40.8515625,0.0
40.8515625,0.0034965034965035446
40.86875,0.006993006993006978
40.86875,0.0034965034965035446
40.86875,0.0
40.8859375,0.0
40.8859375,0.006993006993006978
40.8859375,0.0034965034965035446
40.903124999999996,0.0
40.903124999999996,0.006993006993006978
40.903124999999996,0.0034965034965035446
40.920312499999994,0.0034965034965035446
40.920312499999994,0.006993006993006978
40.920312499999994,0.0
40.9375,0.0
40.9375,0.0034965034965035446
40.9375,0.006993006993006978
40.9546875,0.0034965034965035446
40.9546875,0.006993006993006978
40.9546875,0.0
40.971875,0.0
40.971875,0.0034965034965035446
40.971875,0.006993006993006978
40.989062499999996,0.0034965034965035446
40.989062499999996,0.0
40.989062499999996,0.006993006993006978
41.006249999999994,0.006993006993006978
41.006249999999994,0.0034965034965035446
41.006249999999994,0.0
41.0234375,0.0034965034965035446
41.0234375,0.0
41.0234375,0.006993006993006978
41.040625,0.0
41.040625,0.006993006993006978
41.040625,0.0034965034965035446
41.0578125,0.0034965034965035446
41.0578125,0.006993006993006978
41.0578125,0.0
41.074999999999996,0.006993006993006978
41.074999999999996,0.0
41.074999999999996,0.0034965034965035446
41.092187499999994,0.006993006993006978
41.092187499999994,0.0034965034965035446
41.092187499999994,0.0
41.109375,0.006993006993006978
41.109375,0.0
41.109375,0.0034965034965035446
41.1265625,0.0
41.1265625,0.006993006993006978
41.1265625,0.0034965034965035446
41.14375,0.0
41.14375,0.006993006993006978
41.14375,0.0034965034965035446
41.160937499999996,0.0034965034965035446
41.160937499999996,0.006993006993006978
41.160937499999996,0.0
41.178124999999994,0.0034965034965035446
41.178124999999994,0.0
41.178124999999994,0.006993006993006978
41.1953125,0.0034965034965035446
41.1953125,0.0
41.1953125,0.006993006993006978
41.2125,0.0034965034965035446
41.2125,0.006993006993006978
41.2125,0.0
41.2296875,0.0
41.2296875,0.0034965034965035446
41.2296875,0.006993006993006978
41.246874999999996,0.006993006993006978
41.246874999999996,0.0
41.246874999999996,0.0034965034965035446
41.264062499999994,0.0
41.264062499999994,0.0034965034965035446
41.264062499999994,0.006993006993006978
41.28125,0.0
41.28125,0.0034965034965035446
41.28125,0.006993006993006978
41.2984375,0.0
41.2984375,0.0034965034965035446
41.2984375,0.006993006993006978
41.315625,0.0034965034965035446
41.315625,0.006993006993006978
41.315625,0.0
41.332812499999996,0.0034965034965035446
41.332812499999996,0.0
41.332812499999996,0.006993006993006978
41.349999999999994,0.006993006993006978
41.349999999999994,0.0
41.349999999999994,0.0034965034965035446
41.3671875,0.006993006993006978
41.3671875,0.0034965034965035446
41.3671875,0.0
41.384375,0.0034965034965035446
41.384375,0.0
41.384375,0.006993006993006978
41.4015625,0.006993006993006978
41.4015625,0.0034965034965035446
41.4015625,0.0
41.418749999999996,0.0034965034965035446
41.418749999999996,0.0
41.418749999999996,0.006993006993006978
41.435937499999994,0.0034965034965035446
41.435937499999994,0.0
41.435937499999994,0.006993006993006978
41.453125,0.0
41.453125,0.006993006993006978
41.453125,0.0034965034965035446
41.4703125,0.0034965034965035446
41.4703125,0.006993006993006978
41.4703125,0.0
41.4875,0.0034965034965035446
41.4875,0.0
41.4875,0.006993006993006978
41.504687499999996,0.006993006993006978
41.504687499999996,0.0034965034965035446
41.504687499999996,0.0
41.521874999999994,0.0034965034965035446
41.521874999999994,0.0
41.521874999999994,0.006993006993006978
41.5390625,0.0034965034965035446
41.5390625,0.0
41.5390625,0.006993006993006978
41.55625,0.0
41.55625,0.006993006993006978
41.55625,0.0034965034965035446
41.5734375,0.006993006993006978
41.5734375,0.0034965034965035446
41.5734375,0.0
41.590624999999996,0.006993006993006978
41.590624999999996,0.0034965034965035446
41.590624999999996,0.0
41.607812499999994,0.006993006993006978
41.607812499999994,0.0034965034965035446
41.607812499999994,0.0
41.625,0.006993006993006978
41.625,0.0034965034965035446
41.625,0.0
41.6421875,0.0
41.6421875,0.0034965034965035446
41.6421875,0.006993006993006978
41.659375,0.006993006993006978
41.659375,0.0034965034965035446
41.659375,0.0
41.676562499999996,0.0034965034965035446
41.676562499999996,0.0
41.676562499999996,0.006993006993006978
41.693749999999994,0.0
41.693749999999994,0.0034965034965035446
41.693749999999994,0.006993006993006978
41.7109375,0.0
41.7109375,0.0034965034965035446
41.7109375,0.006993006993006978
41.728125,0.0034965034965035446
41.728125,0.006993006993006978
41.728125,0.0
41.7453125,0.006993006993006978
41.7453125,0.0
41.7453125,0.0034965034965035446
41.762499999999996,0.006993006993006978
41.762499999999996,0.0
41.762499999999996,0.0034965034965035446
41.779687499999994,0.006993006993006978
41.779687499999994,0.0034965034965035446
41.779687499999994,0.0
41.796875,0.006993006993006978
41.796875,0.0
41.796875,0.0034965034965035446
41.8140625,0.006993006993006978
41.8140625,0.0034965034965035446
41.8140625,0.0
41.83125,0.0
41.83125,0.006993006993006978
41.83125,0.0034965034965035446
41.848437499999996,0.0
41.848437499999996,0.0034965034965035446
41.848437499999996,0.006993006993006978
41.865624999999994,0.0
41.865624999999994,0.0034965034965035446
41.865624999999994,0.006993006993006978
41.8828125,0.006993006993006978
41.8828125,0.0
41.8828125,0.0034965034965035446
41.9,0.006993006993006978
41.9,0.0034965034965035446
41.9,0.0
41.9171875,0.0
41.9171875,0.006993006993006978
41.9171875,0.0034965034965035446
41.934374999999996,0.0034965034965035446
41.934374999999996,0.006993006993006978
41.934374999999996,0.0
41.951562499999994,0.0034965034965035446
41.951562499999994,0.006993006993006978
41.951562499999994,0.0
41.96875,0.006993006993006978
41.96875,0.0
41.96875,0.0034965034965035446
41.9859375,0.006993006993006978
41.9859375,0.0034965034965035446
41.9859375,0.0
42.003125,0.0
42.003125,0.0034965034965035446
42.003125,0.006993006993006978
42.020312499999996,0.0
42.020312499999996,0.006993006993006978
42.020312499999996,0.0034965034965035446
42.037499999999994,0.006993006993006978
42.037499999999994,0.0
42.037499999999994,0.0034965034965035446
42.0546875,0.006993006993006978
42.0546875,0.0
42.0546875,0.0034965034965035446
42.071875,0.006993006993006978
42.071875,0.0
42.071875,0.0034965034965035446
42.0890625,0.006993006993006978
42.0890625,0.0
42.0890625,0.0034965034965035446
42.106249999999996,0.0034965034965035446
42.106249999999996,0.006993006993006978
42.106249999999996,0.0
42.123437499999994,0.006993006993006978
42.123437499999994,0.0
42.123437499999994,0.0034965034965035446
42.140625,0.0
42.140625,0.006993006993006978
42.140625,0.0034965034965035446
42.1578125,0.0
42.1578125,0.0034965034965035446
42.1578125,0.006993006993006978
42.175,0.006993006993006978
42.175,0.0034965034965035446
42.175,0.0
42.192187499999996,0.0034965034965035446
42.192187499999996,0.006993006993006978
42.192187499999996,0.0
42.209374999999994,0.006993006993006978
42.209374999999994,0.0
42.209374999999994,0.0034965034965035446
42.2265625,0.006993006993006978
42.2265625,0.0
42.2265625,0.0034965034965035446
42.24375,0.006993006993006978
42.24375,0.0
42.24375,0.0034965034965035446
42.2609375,0.006993006993006978
42.2609375,0.0
42.2609375,0.0034965034965035446
42.278124999999996,0.0
42.278124999999996,0.006993006993006978
42.278124999999996,0.0034965034965035446
42.295312499999994,0.0
42.295312499999994,0.006993006993006978
42.295312499999994,0.0034965034965035446
42.3125,0.006993006993006978
42.3125,0.0
42.3125,0.0034965034965035446
42.3296875,0.0
42.3296875,0.0034965034965035446
42.3296875,0.006993006993006978
42.346875,0.006993006993006978
42.346875,0.0034965034965035446
42.346875,0.0
42.364062499999996,0.006993006993006978
42.364062499999996,0.0034965034965035446
42.364062499999996,0.0
42.381249999999994,0.0
42.381249999999994,0.006993006993006978
42.381249999999994,0.0034965034965035446
42.3984375,0.006993006993006978
42.3984375,0.0034965034965035446
42.3984375,0.0
42.415625,0.0034965034965035446
42.415625,0.0
42.415625,0.006993006993006978
42.4328125,0.006993006993006978
42.4328125,0.0034965034965035446
42.4328125,0.0
42.449999999999996,0.0
42.449999999999996,0.006993006993006978
42.449999999999996,0.0034965034965035446
42.4671875,0.0
42.4671875,0.006993006993006978
42.4671875,0.0034965034965035446
42.484375,0.0
42.484375,0.006993006993006978
42.484375,0.0034965034965035446
42.5015625,0.0
42.5015625,0.0034965034965035446
42.5015625,0.006993006993006978
42.51875,0.0
42.51875,0.0034965034965035446
42.51875,0.006993006993006978
42.535937499999996,0.0034965034965035446
42.535937499999996,0.0
42.535937499999996,0.006993006993006978
42.553125,0.0034965034965035446
42.553125,0.0
42.553125,0.006993006993006978
42.5703125,0.0034965034965035446
42.5703125,0.0
42.5703125,0.006993006993006978
42.5875,0.0
42.5875,0.0034965034965035446
42.5875,0.006993006993006978
42.6046875,0.006993006993006978
42.6046875,0.0
42.6046875,0.0034965034965035446
42.621874999999996,0.006993006993006978
42.621874999999996,0.0
42.621874999999996,0.0034965034965035446
42.6390625,0.0
42.6390625,0.006993006993006978
42.6390625,0.0034965034965035446
42.65625,0.006993006993006978
42.65625,0.0
42.65625,0.0034965034965035446
42.6734375,0.0034965034965035446
42.6734375,0.006993006993006978
42.6734375,0.0
42.690625,0.0034965034965035446
42.690625,0.006993006993006978
42.690625,0.0
42.707812499999996,0.0
42.707812499999996,0.0034965034965035446
42.707812499999996,0.006993006993006978
42.725,0.006993006993006978
42.725,0.010489510489510523
42.725,0.0034965034965035446
42.7421875,0.010489510489510523
42.7421875,0.006993006993006978
42.7421875,0.0034965034965035446
42.759375,0.010489510489510523
42.759375,0.006993006993006978
42.759375,0.0034965034965035446
42.7765625,0.0034965034965035446
42.7765625,0.010489510489510523
42.7765625,0.006993006993006978
42.793749999999996,0.010489510489510523
42.793749999999996,0.006993006993006978
42.793749999999996,0.0034965034965035446
42.8109375,0.010489510489510523
42.8109375,0.0034965034965035446
42.8109375,0.006993006993006978
42.828125,0.0034965034965035446
42.828125,0.006993006993006978
42.828125,0.010489510489510523
42.8453125,0.0034965034965035446
42.8453125,0.006993006993006978
42.8453125,0.010489510489510523
42.8625,0.013986013986013957
42.8625,0.006993006993006978
42.8625,0.010489510489510523
42.879687499999996,0.013986013986013957
42.879687499999996,0.010489510489510523
42.879687499999996,0.006993006993006978
42.896875,0.010489510489510523
42.896875,0.006993006993006978
42.896875,0.013986013986013957
42.9140625,0.010489510489510523
42.9140625,0.013986013986013957
42.9140625,0.006993006993006978
