DETUID,NAME,RA,DEC,EXT_LIKE,DET_LIKE_0,EXP,BEST_Z,BEST_ZERR,CR500,CR500_L,CR500_H,CTS500,CTS500_L,CTS500_H,F300kpc,F300kpc_L,F300kpc_H,F500,F500_L,F500_H,L500,L500_L,L500_H,KT,KT_L,KT_H,MGAS500,MGAS500_L,MGAS500_H,YX500,YX500_L,YX500_H,M500,M500_L,M500_H,FGAS500,FGAS500_L,FGAS500_H,R500,R500_L,R500_H
em01_036129_020_ML00001_002_c010,1eRASS J022056.7-382850,35.23640900691424,-38.480653247431825,87.22041,566.9857,163.7,0.2275,0.0053,1.902,1.773,2.067,311.2,290.3,338.4,124.325,114.989,134.961,180.036,168.325,195.129,275.353,255.512,300.528,-1.0,3.2,-1.0,534.26,495.31,571.9,-0.0,-0.0,-0.0,66.01,61.43,70.25,0.081,0.073,0.089,1227.0,1198.0,1253.0
em01_036129_020_ML00017_002_c010,1eRASS J022058.0-383307,35.24200806031934,-38.55200760981764,28.062836,115.4917,163.0,0.3722,0.0106,0.404,0.346,0.475,65.9,56.4,77.4,34.406,28.987,39.921,39.106,33.325,45.879,165.952,141.717,194.89,-1.0,10.41,-1.0,216.31,146.6,302.85,-0.0,-0.0,-0.0,40.52,34.02,44.07,0.056,0.038,0.08,988.0,932.0,1016.0
em01_035117_020_ML00569_002_c010,1eRASS J022110.7-254757,35.2946621932471,-25.79939198062903,3.1928408,8.611892,173.0,0.1111,0.01,0.187,0.119,0.262,32.3,20.6,45.3,11.687,7.798,15.808,16.936,10.731,23.799,5.708,3.66,8.084,-1.0,0.88,-1.0,27.7,20.25,34.28,-0.0,-0.0,-0.0,4.83,3.42,6.99,0.054,0.035,0.087,535.0,476.0,604.0
em01_034147_020_ML00193_002_c010,1eRASS J022114.6-564255,35.31094980748508,-56.715365483102104,4.0662475,10.907933,189.0,0.3462,0.0092,0.069,0.034,0.125,13.0,6.5,23.6,-1.0,-1.0,8.811,-1.0,-1.0,10.321,-1.0,-1.0,56.906,-1.0,-1.0,-1.0,-1.0,-1.0,79.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_037150_020_ML00014_002_c010,1eRASS J022128.0-583720,35.366949509096486,-58.62226113914049,16.964363,37.741215,179.1,0.2241,0.0052,0.694,0.59,0.796,124.3,105.6,142.5,38.912,32.825,46.269,64.592,55.469,73.916,105.013,87.951,120.56,3.09,2.02,8.2,295.02,254.39,327.31,923.87,540.0,2310.26,37.46,32.0,41.03,0.079,0.066,0.094,1017.0,965.0,1048.0
em01_034147_020_ML00067_002_c010,1eRASS J022128.4-564326,35.368516924706654,-56.72414056692565,15.513546,39.082108,190.6,0.3461,0.0096,0.188,0.143,0.242,35.8,27.3,46.1,13.365,10.357,17.036,15.445,11.834,19.726,78.278,57.621,100.408,0.6,0.41,0.96,102.34,53.5,156.56,62.36,29.35,108.98,20.48,16.42,27.35,0.047,0.026,0.078,795.0,738.0,875.0
em01_032168_020_ML00033_011_c010,1eRASS J022130.0-764953,35.37506655539438,-76.83163452129439,9.824448,52.39906,218.8,0.6494,0.0153,0.176,0.141,0.223,38.5,30.9,48.8,14.913,11.891,18.594,16.26,12.987,20.508,317.562,245.532,418.597,-1.0,2.37,-1.0,193.82,66.19,329.85,-0.0,-0.0,-0.0,37.22,30.97,45.99,0.053,0.024,0.09,861.0,810.0,924.0
em01_034147_020_ML00216_002_c010,1eRASS J022135.4-563244,35.397892947925946,-56.545633032803416,6.055735,16.176445,185.0,0.4473,0.0091,0.14,0.095,0.204,25.9,17.5,37.8,7.482,4.861,11.513,12.17,8.455,17.99,103.317,67.482,152.235,-1.0,0.68,-1.0,185.85,114.18,235.06,-0.0,-0.0,-0.0,21.71,16.57,33.6,0.074,0.044,0.12,779.0,712.0,902.0
em01_035135_020_ML00051_003_c010,1eRASS J022137.3-444628,35.40569768041056,-44.77456696054098,13.638198,47.99472,166.9,0.5036,0.0082,0.217,0.168,0.268,36.3,28.0,44.8,14.656,11.559,18.48,20.368,15.872,24.833,182.087,137.296,231.976,-1.0,1.92,-1.0,281.47,186.11,351.37,-0.0,-0.0,-0.0,31.62,24.98,39.54,0.086,0.055,0.122,864.0,799.0,931.0
em01_034132_020_ML00627_003_c010,1eRASS J022139.4-410827,35.41443176887881,-41.14094853635338,4.1323776,7.221122,170.5,1.0082,0.0202,0.012,0.0,0.061,2.1,0.0,10.4,-1.0,-1.0,4.969,-1.0,-1.0,6.031,-1.0,-1.0,261.4,-1.0,-1.0,-1.0,-1.0,-1.0,153.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_036120_020_ML00206_002_c010,1eRASS J022145.2-302919,35.438568606964,-30.488659936011093,3.8366408,14.708947,179.4,0.9091,0.037,0.06,0.028,0.158,10.8,5.0,28.3,-1.0,-1.0,15.277,-1.0,-1.0,15.321,-1.0,-1.0,813.955,-1.0,-1.0,-1.0,-1.0,-1.0,266.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_036108_020_ML00077_002_c010,1eRASS J022150.5-172245,35.460526862696426,-17.379339673245347,3.2462902,33.669895,158.3,0.8504,0.013,0.097,0.058,0.208,15.3,9.2,32.9,8.336,5.081,18.009,8.678,5.243,18.174,325.629,182.685,725.885,-1.0,0.96,-1.0,48.24,4.86,157.33,-0.0,-0.0,-0.0,26.18,16.35,41.99,0.023,0.007,0.068,707.0,604.0,828.0
em01_037138_020_ML00110_003_c010,1eRASS J022159.6-482708,35.49869579682257,-48.45223676355622,11.637974,27.406181,173.0,0.0642,4.0E-4,0.454,0.364,0.564,78.6,63.0,97.6,32.024,26.249,38.861,38.622,30.171,48.615,4.272,3.385,5.379,1.14,0.7,1.49,21.75,17.43,26.96,24.3,15.02,34.72,5.01,4.14,5.89,0.044,0.034,0.057,549.0,516.0,580.0
eb01_035102_020_ML00087_002_c010,1eRASS J022201.8-113233,35.507506672419375,-11.542628213866697,6.2858653,20.056976,155.7,0.3256,0.0084,0.248,0.196,0.3,38.6,30.5,46.7,13.58,10.488,17.586,23.651,18.51,28.726,70.179,54.798,85.758,-1.0,5.21,-1.0,201.27,164.94,233.55,-0.0,-0.0,-0.0,23.72,18.77,29.03,0.084,0.064,0.11,841.0,778.0,900.0
em01_035105_020_ML00211_002_c010,1eRASS J022206.3-143444,35.52656390656663,-14.579032215266132,4.6300735,11.216988,165.9,0.2803,0.0076,0.072,0.034,0.122,12.0,5.6,20.3,-1.0,-1.0,8.838,-1.0,-1.0,11.026,-1.0,-1.0,28.772,-1.0,-1.0,-1.0,-1.0,-1.0,61.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_037138_020_ML00025_003_c010,1eRASS J022207.0-483357,35.5293999024876,-48.56592633488193,13.393491,89.258286,171.1,0.086,0.0122,0.624,0.538,0.732,106.8,92.0,125.3,51.861,44.844,58.766,57.777,49.743,67.513,11.484,9.817,13.416,-1.0,1.27,-1.0,39.4,28.86,49.62,-0.0,-0.0,-0.0,9.4,8.17,10.5,0.043,0.031,0.056,673.0,642.0,698.0
em01_035126_020_ML00019_003_c010,1eRASS J022217.0-365609,35.57109304986438,-36.935894184431085,16.555779,90.88689,168.1,0.3012,0.0073,0.463,0.397,0.538,77.8,66.7,90.4,30.01,25.397,35.211,39.751,33.839,46.246,131.482,112.52,152.283,1.29,1.04,1.6,245.94,180.61,294.33,312.12,219.56,423.43,37.32,33.15,41.02,0.067,0.049,0.082,987.0,949.0,1019.0
em01_036120_020_ML00056_002_c010,1eRASS J022217.2-292929,35.571834068986945,-29.491446330324898,9.428426,76.49485,174.5,0.1115,6.0E-4,0.267,0.188,0.768,46.6,32.7,134.1,25.534,18.017,73.679,25.8,18.055,73.68,8.485,5.981,24.539,-1.0,8.49,-1.0,1.27,0.17,9.12,-0.0,-0.0,-0.0,6.49,4.11,10.57,0.002,0.001,0.014,589.0,506.0,694.0
em01_034132_020_ML00026_003_c010,1eRASS J022221.8-425207,35.591008163227485,-42.86868297500416,12.774743,65.66407,172.0,0.2862,0.0126,0.419,0.349,0.502,72.1,60.0,86.3,28.322,23.625,34.155,38.844,32.465,46.204,103.072,85.308,124.095,2.47,1.59,4.27,224.27,182.19,263.49,583.37,326.13,963.13,31.66,27.21,36.94,0.069,0.054,0.088,940.0,894.0,990.0
em01_038156_020_ML00200_002_c010,1eRASS J022230.1-660541,35.62561863958705,-66.09474131440189,8.955664,17.747276,236.3,0.8671,0.0812,0.068,0.043,0.1,16.1,10.1,23.7,5.059,3.184,7.456,6.265,3.972,9.122,217.019,132.641,325.127,-1.0,1.53,-1.0,182.22,62.43,263.82,-0.0,-0.0,-0.0,19.36,13.07,25.98,0.09,0.04,0.161,635.0,557.0,701.0
em01_041171_020_ML00171_002_c010,1eRASS J022238.4-802436,35.66033131629902,-80.41021053471866,15.638872,12.535461,229.8,0.5523,0.0128,0.119,0.088,0.151,27.3,20.3,34.7,5.416,3.607,7.568,11.002,8.169,13.849,142.51,103.283,190.339,-1.0,2.02,-1.0,265.91,213.5,311.65,-0.0,-0.0,-0.0,24.86,19.37,34.0,0.103,0.073,0.144,782.0,720.0,868.0
em01_037123_020_ML00183_002_c010,1eRASS J022239.4-320354,35.664230409030225,-32.06523894942661,3.1287045,8.751364,184.5,0.5849,0.0109,0.079,0.04,0.135,14.6,7.4,24.9,5.615,3.107,10.275,7.351,3.678,12.653,96.457,49.514,163.031,-1.0,1.46,-1.0,97.47,2.93,190.75,-0.0,-0.0,-0.0,16.48,11.02,28.64,0.056,0.018,0.133,673.0,589.0,810.0
em01_037144_020_ML00047_002_c010,1eRASS J022247.3-533611,35.69725248069819,-53.60316394713722,16.454823,47.355495,171.2,0.4832,0.0084,0.246,0.198,0.297,42.1,33.9,50.8,17.774,14.222,21.496,22.083,17.661,26.67,210.208,165.759,256.684,-1.0,1.38,-1.0,267.19,165.78,355.29,-0.0,-0.0,-0.0,37.22,30.43,44.11,0.072,0.046,0.103,920.0,860.0,973.0
em01_035141_020_ML00159_002_c010,1eRASS J022305.5-510418,35.77323255450769,-51.07186513463732,4.992714,20.825588,244.1,0.255,0.0121,0.085,0.052,0.15,20.7,12.7,36.6,6.771,4.204,12.001,7.047,4.297,12.628,17.95,11.177,34.922,0.39,0.24,0.61,9.11,0.96,36.6,4.22,1.1,15.16,8.59,5.59,14.08,0.013,0.004,0.044,616.0,533.0,726.0
em01_036108_020_ML00104_002_c010,1eRASS J022308.5-191114,35.78566676171605,-19.187364183712816,13.597445,27.472866,156.6,0.4087,0.0115,0.164,0.124,0.212,25.7,19.5,33.3,12.641,9.581,16.503,15.161,11.596,19.537,92.54,69.256,122.799,4.1,1.65,8.57,145.94,91.57,199.63,622.1,241.05,1314.4,20.81,16.0,26.51,0.07,0.044,0.107,780.0,715.0,846.0
em01_038132_020_ML00200_003_c010,1eRASS J022311.8-424043,35.79952835191935,-42.67879362643842,3.0107942,12.359007,177.5,0.2757,0.0094,0.056,0.026,0.499,10.0,4.7,88.5,-1.0,-1.0,44.502,-1.0,-1.0,46.143,-1.0,-1.0,110.071,-1.0,-1.0,-1.0,-1.0,-1.0,9.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_037114_020_ML00152_002_c010,1eRASS J022320.9-231447,35.83722903280085,-23.246408586958147,10.876448,19.608496,176.1,0.6301,0.0108,0.134,0.098,0.174,23.5,17.2,30.7,9.363,6.494,12.548,12.371,9.233,16.145,191.752,131.837,254.217,2.01,1.37,14.47,234.77,132.41,302.59,689.39,267.16,3338.57,25.1,20.48,33.23,0.087,0.051,0.13,761.0,711.0,836.0
em01_037114_020_ML00122_002_c010,1eRASS J022323.6-231836,35.84857485072028,-23.310072038218344,3.4982204,33.28465,176.4,0.7387,0.0165,0.128,0.089,0.21,22.6,15.8,37.0,9.716,6.783,16.523,11.26,7.929,18.249,315.365,205.987,525.184,1.33,1.03,1.95,183.44,37.51,295.46,237.42,99.68,431.94,27.44,19.48,40.06,0.061,0.024,0.116,751.0,670.0,852.0
em01_035117_020_ML00210_002_c010,1eRASS J022324.6-273400,35.852794763395984,-27.56684322483983,8.954216,20.095583,178.6,1.1712,0.0204,0.07,0.045,0.107,12.5,8.1,19.0,5.422,3.516,8.342,6.722,4.281,10.147,361.656,232.809,552.038,-1.0,8.17,-1.0,226.28,45.64,336.22,-0.0,-0.0,-0.0,21.31,14.43,32.66,0.097,0.039,0.18,583.0,512.0,672.0
em01_036120_020_ML00124_002_c010,1eRASS J022329.2-283616,35.87176058091981,-28.604584929703154,5.4278946,26.574251,182.0,0.2949,4.0E-4,0.128,0.086,0.19,23.2,15.7,34.6,10.38,7.336,14.926,12.015,8.16,17.999,32.021,21.765,48.548,-1.0,2.51,-1.0,51.9,6.83,90.47,-0.0,-0.0,-0.0,12.14,8.66,16.03,0.043,0.017,0.085,681.0,608.0,747.0
em01_034147_020_ML00770_002_c010,1eRASS J022330.1-580521,35.87576520751183,-58.08936002594766,3.7472806,7.2727704,199.0,0.2116,0.0055,0.046,0.021,0.104,9.2,4.2,20.8,-1.0,-1.0,8.337,-1.0,-1.0,9.18,-1.0,-1.0,13.871,-1.0,-1.0,-1.0,-1.0,-1.0,21.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_038132_020_ML00043_003_c010,1eRASS J022330.6-410044,35.877506826078466,-41.012478442232975,16.955477,44.47069,170.5,0.2086,4.0E-4,0.496,0.42,0.575,84.6,71.6,98.0,25.8,21.833,30.408,47.673,40.692,55.353,57.987,49.134,67.621,-1.0,3.3,-1.0,205.6,181.25,229.34,-0.0,-0.0,-0.0,24.69,21.94,28.27,0.083,0.069,0.097,890.0,856.0,931.0
em01_035105_020_ML00319_002_c010,1eRASS J022336.9-145159,35.903962590632105,-14.866631346128338,3.4435225,10.395148,166.2,0.2963,0.0091,0.095,0.05,0.143,15.8,8.3,23.8,4.661,2.088,7.69,8.089,4.319,12.272,26.566,14.116,42.477,-1.0,0.24,-1.0,75.76,37.43,107.48,-0.0,-0.0,-0.0,10.67,7.04,17.34,0.066,0.031,0.124,652.0,567.0,766.0
em01_037123_020_ML00552_002_c010,1eRASS J022342.0-333840,35.92522051384653,-33.644490799997634,3.0427792,5.537383,176.0,0.2039,4.0E-4,0.083,0.045,0.124,14.7,8.0,21.8,6.805,3.801,9.86,7.789,4.153,11.756,9.609,5.194,14.355,-1.0,2.81,-1.0,25.85,7.97,42.11,-0.0,-0.0,-0.0,5.22,3.43,7.87,0.045,0.02,0.091,531.0,462.0,609.0
em01_037123_020_ML00229_002_c010,1eRASS J022342.4-340911,35.92707051197406,-34.15308153529276,5.5657425,20.31877,161.4,0.6451,0.0131,0.112,0.072,0.281,18.0,11.6,45.4,9.886,6.573,26.987,10.491,6.883,27.115,163.416,104.445,397.952,-1.0,3.56,-1.0,63.5,4.12,158.94,-0.0,-0.0,-0.0,21.61,13.48,34.67,0.028,0.009,0.08,720.0,615.0,842.0
em01_036129_020_ML00146_002_c010,1eRASS J022345.5-395438,35.93964955377082,-39.91058733962551,6.9584155,19.549524,168.6,0.3471,0.0098,0.144,0.105,0.191,24.3,17.7,32.2,9.911,7.236,13.049,13.255,9.641,17.6,51.039,37.263,68.084,-1.0,1.26,-1.0,113.33,69.46,147.84,-0.0,-0.0,-0.0,15.1,11.71,18.72,0.075,0.045,0.109,718.0,660.0,771.0
em01_036129_020_ML00013_002_c010,1eRASS J022400.5-392148,36.00225615026606,-39.36353949548765,24.409475,146.54375,166.8,0.4825,0.0088,0.522,0.457,0.59,87.0,76.3,98.5,36.766,31.52,42.306,47.936,41.965,54.23,413.841,358.456,476.544,2.1,1.67,3.78,505.93,372.24,597.31,1121.47,746.23,1905.39,64.07,57.37,69.95,0.08,0.06,0.096,1103.0,1063.0,1135.0
em01_035153_020_ML00026_002_c010,1eRASS J022400.6-641205,36.00283315628328,-64.20140168657021,11.64162,98.96579,206.2,0.07,4.0E-4,0.26,0.218,0.309,53.6,44.9,63.7,20.57,17.278,24.468,20.594,17.304,24.544,2.929,2.442,3.498,0.56,0.48,0.85,2.53,1.37,5.13,1.68,0.8,3.4,3.63,3.13,4.14,0.007,0.004,0.014,492.0,469.0,515.0
em01_035105_020_ML00153_002_c010,1eRASS J022402.1-140820,36.00884853866563,-14.1391438383037,3.4473472,14.532295,166.6,0.3079,0.0078,0.08,0.044,0.128,13.3,7.4,21.4,5.839,3.453,9.191,7.107,3.969,11.844,23.029,12.636,36.965,-1.0,0.83,-1.0,43.07,6.25,74.25,-0.0,-0.0,-0.0,8.32,5.88,13.23,0.048,0.019,0.1,597.0,532.0,697.0
em01_038132_020_ML00055_003_c010,1eRASS J022407.4-420408,36.03094296014794,-42.06889531239364,10.933495,37.284534,174.9,0.2114,0.0052,0.53,0.44,0.639,92.7,76.9,111.8,24.941,20.78,29.126,51.427,42.719,62.042,66.228,54.881,79.909,-1.0,13.0,-1.0,233.15,205.96,255.78,-0.0,-0.0,-0.0,27.0,22.26,29.95,0.086,0.074,0.104,916.0,859.0,948.0
em01_038132_020_ML00041_003_c010,1eRASS J022413.8-425414,36.05751757960345,-42.903991235425536,12.625728,73.78576,176.9,0.4006,0.01,0.333,0.275,0.396,58.9,48.7,70.0,22.77,18.835,27.739,31.839,26.277,37.632,172.883,141.913,208.004,-1.0,3.46,-1.0,314.18,245.17,365.47,-0.0,-0.0,-0.0,37.53,32.67,43.47,0.081,0.061,0.102,953.0,910.0,1000.0
em01_034174_020_ML00159_002_c010,1eRASS J022419.0-823136,36.07939673315434,-82.5266941474648,4.897186,16.596601,223.4,0.1842,0.0049,0.093,0.061,0.146,20.8,13.5,32.6,7.739,5.403,11.157,8.499,5.606,13.339,10.107,6.465,15.834,-1.0,1.18,-1.0,17.01,3.67,39.8,-0.0,-0.0,-0.0,6.41,4.54,9.07,0.027,0.01,0.058,573.0,510.0,643.0
em01_035135_020_ML00100_003_c010,1eRASS J022420.1-452256,36.08400267153365,-45.382346124632406,6.7441106,23.482172,170.4,0.4276,0.0092,0.189,0.145,0.243,32.3,24.7,41.5,8.564,5.98,12.082,16.267,12.44,20.768,122.29,93.86,159.211,0.99,0.8,1.66,225.91,177.17,268.75,230.06,160.76,356.28,25.81,20.92,33.54,0.085,0.06,0.115,832.0,776.0,908.0
em01_037123_020_ML00205_002_c010,1eRASS J022421.5-322420,36.08976981015315,-32.405612152043496,7.7249527,17.133913,186.0,0.5452,4.0E-4,0.146,0.107,0.189,27.1,19.9,35.2,7.957,5.585,10.722,13.436,9.93,17.4,157.615,112.259,208.781,2.28,1.47,6.11,273.34,198.64,337.4,619.01,337.94,1521.71,25.98,21.14,32.14,0.104,0.072,0.139,796.0,743.0,855.0
em01_037111_020_ML00104_002_c010,1eRASS J022421.8-212908,36.09102780376867,-21.485747176249312,3.5762992,16.91191,164.9,0.658,0.0155,0.098,0.058,0.353,16.1,9.6,58.3,8.679,5.25,32.671,9.212,5.412,32.775,150.587,91.055,546.362,-1.0,2.77,-1.0,37.82,3.49,141.72,-0.0,-0.0,-0.0,21.54,14.03,40.79,0.019,0.005,0.062,715.0,620.0,885.0
em01_037114_020_ML00354_002_c010,1eRASS J022422.8-223422,36.095196063461714,-22.573017653724044,3.9972174,8.674944,173.9,0.2169,0.0071,0.077,0.043,0.128,13.4,7.5,22.3,6.548,3.875,10.571,6.934,4.022,11.628,10.131,5.654,16.988,-1.0,0.83,-1.0,10.92,0.66,32.62,-0.0,-0.0,-0.0,5.22,3.28,9.05,0.023,0.008,0.07,529.0,453.0,635.0
eb01_035102_020_ML00037_002_c010,1eRASS J022425.9-123724,36.108014978927685,-12.623562281393369,13.951143,39.473125,155.9,0.5932,0.0064,0.171,0.132,0.22,26.6,20.6,34.2,10.773,7.686,13.961,16.111,12.426,20.602,207.674,157.243,266.529,-1.0,2.34,-1.0,307.01,229.4,383.82,-0.0,-0.0,-0.0,29.36,24.03,37.41,0.103,0.071,0.14,814.0,761.0,882.0
em01_035105_020_ML00026_002_c010,1eRASS J022431.6-161626,36.13205331214126,-16.27392807204113,26.607512,67.06721,168.2,0.6266,0.01,0.386,0.328,0.451,64.9,55.1,75.9,20.02,16.097,24.232,36.547,31.051,42.562,536.456,449.493,638.765,-1.0,3.64,-1.0,740.84,637.52,843.72,-0.0,-0.0,-0.0,64.03,58.49,75.79,0.114,0.092,0.135,1041.0,1010.0,1101.0
em01_036120_020_ML00100_002_c010,1eRASS J022432.2-302256,36.13446500323008,-30.382463813206435,19.649578,39.142906,177.2,0.2168,0.0054,0.294,0.234,0.36,52.1,41.5,63.7,19.915,16.015,24.409,28.073,22.456,34.345,39.557,31.304,48.52,-1.0,2.96,-1.0,128.16,98.31,153.37,-0.0,-0.0,-0.0,16.73,14.29,19.87,0.074,0.054,0.096,779.0,740.0,825.0
em01_035159_020_ML00014_010_c010,1eRASS J022434.6-702634,36.144192130888605,-70.44295686261226,24.325747,145.8777,255.7,0.5844,0.0062,0.386,0.336,0.441,98.7,85.8,112.8,28.693,24.593,33.048,35.89,31.291,40.838,540.081,457.337,638.355,-1.0,2.66,-1.0,510.03,376.37,642.26,-0.0,-0.0,-0.0,70.69,63.47,78.94,0.072,0.051,0.092,1094.0,1056.0,1135.0
em01_037123_020_ML00181_002_c010,1eRASS J022445.8-341618,36.191084110220366,-34.27192950774626,3.8084238,15.901746,163.3,0.5953,0.0068,0.079,0.049,0.122,13.0,8.0,19.9,6.236,3.944,9.763,7.52,4.621,11.632,96.029,58.98,147.002,-1.0,4.22,-1.0,89.99,11.43,178.89,-0.0,-0.0,-0.0,17.07,11.84,26.08,0.051,0.018,0.121,679.0,601.0,782.0
em01_036129_020_ML00030_002_c010,1eRASS J022452.3-381215,36.21816759559086,-38.20420068973506,21.341398,80.95986,170.7,0.2864,0.0065,0.49,0.416,0.557,83.6,71.1,95.1,29.199,24.668,33.924,46.937,39.958,53.462,111.926,94.613,127.056,-1.0,5.85,-1.0,300.13,249.68,340.96,-0.0,-0.0,-0.0,35.93,31.88,40.61,0.081,0.067,0.099,980.0,942.0,1021.0
em01_035126_020_ML00139_003_c010,1eRASS J022452.9-353826,36.22066319859596,-35.64072327693588,6.3576355,17.493484,165.2,0.3276,0.0071,0.083,0.047,0.134,13.7,7.7,22.2,7.157,4.047,11.185,7.508,4.148,12.116,32.093,18.227,53.395,-1.0,0.86,-1.0,16.43,1.85,63.19,-0.0,-0.0,-0.0,10.46,6.43,15.46,0.019,0.006,0.071,640.0,544.0,729.0
em01_041162_020_ML00298_010_c010,1eRASS J022453.5-705622,36.22317491441921,-70.93956975410848,6.283904,15.195097,245.1,0.2372,0.0064,0.087,0.054,0.129,21.2,13.3,31.6,6.85,4.394,9.912,7.655,4.659,11.362,16.771,10.515,24.973,1.22,0.82,4.89,28.11,1.46,58.24,44.0,11.99,154.19,8.22,5.18,11.43,0.034,0.013,0.08,610.0,523.0,681.0
em01_038132_020_ML00081_003_c010,1eRASS J022457.5-424723,36.2397636623873,-42.7897313944838,4.7033124,19.49289,176.7,0.4012,0.0111,0.089,0.042,0.17,15.8,7.5,30.0,-1.0,-1.0,12.774,-1.0,-1.0,15.963,-1.0,-1.0,89.41,-1.0,-1.0,-1.0,-1.0,-1.0,113.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_035141_020_ML00187_002_c010,1eRASS J022457.9-493411,36.24139260463077,-49.569941587986776,11.434366,13.45064,176.9,0.1639,4.0E-4,0.447,0.373,0.531,79.1,66.0,94.0,20.615,16.675,24.666,42.674,35.673,50.573,31.986,26.747,37.964,-1.0,3.34,-1.0,140.77,124.63,156.96,-0.0,-0.0,-0.0,16.41,14.02,19.68,0.085,0.068,0.103,789.0,749.0,838.0
em01_035126_020_ML00062_003_c010,1eRASS J022501.2-353927,36.2550167462185,-35.65771684401979,12.07107,47.714767,165.1,0.3103,0.0072,0.308,0.22,0.376,50.8,36.3,62.1,17.461,14.107,21.821,28.626,20.551,35.362,86.382,60.839,106.739,2.43,1.63,11.92,211.17,149.43,249.74,587.83,305.85,2338.94,26.62,20.64,33.16,0.077,0.053,0.106,879.0,808.0,946.0
em01_037150_020_ML00032_002_c010,1eRASS J022504.8-590331,36.27032655460207,-59.05861791764686,32.583973,70.65187,184.6,0.1925,0.0046,0.511,0.439,0.587,94.2,81.0,108.3,33.892,29.191,39.392,48.013,41.727,55.246,54.611,46.851,63.169,6.34,2.29,16.99,167.0,138.26,192.01,1095.78,459.03,2828.2,23.52,20.47,26.23,0.071,0.057,0.087,881.0,841.0,913.0
em01_036120_020_ML00005_002_c010,1eRASS J022510.2-292835,36.29267598350766,-29.47665478237321,106.01575,229.73363,185.8,0.0605,4.0E-4,3.939,3.659,4.218,731.8,679.8,783.6,254.52,237.762,271.811,364.969,338.231,389.837,34.932,32.452,37.472,2.33,1.53,3.56,136.0,125.77,144.08,317.03,195.48,495.42,22.77,21.02,24.47,0.059,0.054,0.066,911.0,887.0,933.0
em01_037123_020_ML00305_002_c010,1eRASS J022519.1-332001,36.32997764079649,-33.33380640294368,3.1677601,7.5691266,186.2,0.9264,0.0159,0.046,0.022,0.092,8.5,4.0,17.1,-1.0,-1.0,7.016,-1.0,-1.0,9.037,-1.0,-1.0,507.437,-1.0,-1.0,-1.0,-1.0,-1.0,241.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_038132_020_ML00030_003_c010,1eRASS J022524.1-420055,36.35079519460429,-42.01537309195924,28.985401,82.21096,176.3,0.2173,0.0011,0.527,0.439,0.615,93.0,77.4,108.4,30.865,26.157,36.297,47.315,39.317,56.075,69.504,57.749,81.336,-1.0,1.13,-1.0,197.3,157.06,225.4,-0.0,-0.0,-0.0,26.51,23.3,31.44,0.072,0.056,0.089,909.0,870.0,962.0
em01_035135_020_ML00331_003_c010,1eRASS J022533.4-433102,36.389494067418816,-43.51740919014211,5.633753,13.128559,180.6,0.6244,0.0198,0.075,0.045,0.121,13.5,8.2,21.8,6.685,4.04,10.702,7.051,4.237,11.366,102.039,62.792,169.625,-1.0,3.36,-1.0,55.06,6.01,138.1,-0.0,-0.0,-0.0,16.18,10.25,24.06,0.038,0.013,0.095,659.0,566.0,752.0
em01_037114_020_ML00051_002_c010,1eRASS J022535.2-232637,36.39688080168242,-23.443646331299668,10.080141,40.421364,175.5,0.392,0.01,0.241,0.196,0.295,42.3,34.3,51.9,16.037,12.493,20.239,22.811,18.297,27.93,114.614,93.297,142.437,-1.0,2.08,-1.0,235.56,175.88,286.92,-0.0,-0.0,-0.0,27.93,23.45,33.77,0.083,0.058,0.111,866.0,817.0,923.0
em01_035117_020_ML00096_002_c010,1eRASS J022540.6-281111,36.41930322802734,-28.1865145320576,10.221893,36.91891,178.7,0.6091,0.008,0.205,0.159,0.254,36.5,28.4,45.4,12.38,9.303,16.252,19.377,15.243,24.211,257.491,196.823,324.649,-1.0,3.58,-1.0,385.55,262.27,470.6,-0.0,-0.0,-0.0,37.32,28.96,43.71,0.1,0.069,0.139,876.0,805.0,923.0
